94.125	33.125
94.375	33.625
94.375	33.375
94.375	33.125
94.375	32.875
94.375	32.375
94.625	33.625
94.625	33.375
94.625	33.125
94.625	32.875
94.625	32.625
94.625	32.375
94.875	33.375
94.875	33.125
94.875	32.875
94.875	32.625
94.875	32.375
95.125	33.375
95.125	33.125
95.125	32.875
95.125	32.625
95.125	32.375
95.125	32.125
95.375	33.375
95.375	33.125
95.375	32.875
95.375	32.625
95.375	32.375
95.375	32.125
95.625	33.125
95.625	32.875
95.625	32.625
95.625	32.375
95.625	32.125
95.625	31.875
95.625	31.625
95.875	33.125
95.875	32.875
95.875	32.625
95.875	32.375
95.875	32.125
95.875	31.875
95.875	31.625
96.125	33.125
96.125	32.875
96.125	32.625
96.125	32.375
96.125	32.125
96.125	31.875
96.125	31.625
96.125	31.375
96.375	32.875
96.375	32.625
96.375	32.375
96.375	32.125
96.375	31.875
96.375	31.625
96.375	31.375
96.625	32.875
96.625	32.625
96.625	32.375
96.625	32.125
96.625	31.875
96.625	31.625
96.625	31.375
96.625	31.125
96.875	32.625
96.875	32.375
96.875	32.125
96.875	31.875
96.875	31.625
96.875	31.375
96.875	31.125
96.875	30.875
97.125	32.375
97.125	32.125
97.125	31.875
97.125	31.625
97.125	31.375
97.125	31.125
97.125	30.875
97.375	32.375
97.375	32.125
97.375	31.875
97.375	31.625
97.375	31.375
97.375	31.125
97.375	30.875
97.375	30.625
97.625	32.125
97.625	31.875
97.625	31.625
97.625	31.375
97.625	31.125
97.625	30.875
97.625	30.625
97.625	30.375
97.625	30.125
97.875	32.125
97.875	31.625
97.875	31.125
97.875	30.875
97.875	30.625
97.875	30.375
97.875	30.125
97.875	29.875
98.125	30.625
98.125	30.375
98.125	30.125
98.125	29.875
98.125	29.625
98.125	29.375
98.375	30.375
98.375	30.125
98.375	29.875
98.375	29.625
98.375	29.375
98.625	29.125
98.625	28.875
98.625	28.625
98.875	28.625
98.875	28.375
98.875	28.125
98.875	27.875
99.125	27.875
99.125	27.625
99.125	27.375
99.125	27.125
99.125	26.875
99.125	26.625
99.125	26.375
99.125	26.125
99.125	25.875
99.125	25.625
99.125	25.375
99.125	20.375
99.125	19.875
99.125	19.625
99.375	27.125
99.375	26.875
99.375	26.625
99.375	26.375
99.375	26.125
99.375	25.875
99.375	25.625
99.375	25.375
99.375	23.625
99.375	23.375
99.375	23.125
99.375	21.875
99.375	21.625
99.375	20.875
99.375	20.625
99.375	20.375
99.375	20.125
99.375	19.875
99.375	19.625
99.375	19.375
99.375	19.125
99.625	26.625
99.625	26.375
99.625	26.125
99.625	25.875
99.625	25.625
99.625	25.375
99.625	25.125
99.625	24.875
99.625	23.625
99.625	23.375
99.625	23.125
99.625	22.375
99.625	22.125
99.625	21.875
99.625	21.625
99.625	21.375
99.625	21.125
99.625	20.875
99.625	20.625
99.625	20.375
99.625	20.125
99.625	19.875
99.625	19.625
99.875	26.625
